customer_id,age_group,household_size,household_type,income_decile,income_level,residence_type,disposable_income,monthly_food_budget,mart_fresh_budget,price_sensitivity,freshness_sensitivity,basket_size_factor,visit_lambda_year,visit_frequency,preferred_category,pref_produce,pref_meat,pref_dairy,pref_deli,pref_cheese
CUS006326,50s,3~4,family,7,middle,villa,4564124,568260,25572,0.5324,0.8713,1.11,98.8,medium,produce,0.5552,0.2041,0.1142,0.031,0.0956
CUS006327,60_plus,1,senior,6,middle,single_household,3778538,248700,11192,0.4281,0.8797,0.897,166.6,high,produce,0.4574,0.2469,0.1461,0.1152,0.0344
CUS006328,40s,1,single,4,middle,villa,2650689,199463,8976,0.4856,0.722,0.897,73.5,medium,produce,0.3412,0.1585,0.2713,0.1854,0.0435
CUS006329,60_plus,2,senior,5,middle,single_household,3185740,459982,20699,0.6207,0.8411,1.0,134.7,high,produce,0.392,0.2361,0.1909,0.161,0.02
CUS006330,60_plus,2,senior,1,low,apartment,597808,278213,12520,0.938,0.9292,1.0,63.4,medium,produce,0.4497,0.3563,0.0477,0.079,0.0672
CUS006331,40s,3~4,family,8,high,apartment,5406144,752164,33847,0.4119,0.7438,1.11,71.9,medium,produce,0.5189,0.2978,0.0847,0.0792,0.0194
CUS006332,60_plus,2,senior,2,low,apartment,1372460,320720,14432,0.63,0.7705,1.0,45.2,low,produce,0.5074,0.1663,0.1413,0.1623,0.0227
CUS006333,40s,3~4,family,8,high,apartment,5406144,637220,28675,0.4415,0.7571,1.11,89.1,medium,produce,0.5096,0.1273,0.1203,0.1017,0.141
CUS006334,20s,1,single,1,low,villa,597808,153118,6890,0.935,0.6233,0.897,185.4,high,deli,0.2616,0.2073,0.1357,0.2895,0.1059
CUS006335,60_plus,1,senior,2,low,single_household,1372460,222829,10027,0.6705,0.8088,0.897,108.8,medium,produce,0.5299,0.2186,0.1927,0.0464,0.0123
CUS006336,60_plus,3~4,family,10,high,apartment,10674991,890718,40082,0.3304,0.8284,1.11,82.9,medium,produce,0.4021,0.2343,0.1037,0.1693,0.0906
CUS006337,60_plus,1,senior,4,middle,single_household,2650689,169784,7640,0.5872,0.7508,0.897,104.8,medium,produce,0.3831,0.093,0.2354,0.265,0.0235
CUS006338,60_plus,3~4,family,2,low,apartment,1372460,349655,15734,0.6752,0.7287,1.11,79.2,medium,produce,0.5848,0.2309,0.1434,0.0154,0.0255
CUS006339,60_plus,2,senior,2,low,apartment,1372460,273001,12285,0.7251,0.77,1.0,40.5,low,dairy,0.3264,0.1059,0.5141,0.0263,0.0273
CUS006340,50s,3~4,family,9,high,apartment,6734142,787749,35449,0.4508,0.7004,1.11,125.5,high,produce,0.4786,0.1527,0.1072,0.1391,0.1225
CUS006341,60_plus,3~4,family,8,high,apartment,5406144,664537,29904,0.4654,0.7735,1.11,21.2,low,produce,0.4448,0.2246,0.1865,0.0224,0.1217
CUS006342,50s,2,couple,1,low,apartment,597808,354527,15954,0.9077,0.8676,1.0,89.9,medium,produce,0.4403,0.1243,0.2433,0.1245,0.0676
CUS006343,30s,3~4,family,7,middle,single_household,4564124,620312,27914,0.4888,0.6924,1.11,142.7,high,produce,0.291,0.2428,0.1126,0.2641,0.0896
CUS006344,60_plus,2,senior,1,low,apartment,597808,251739,11328,0.8307,0.6745,1.0,121.9,high,meat,0.355,0.3687,0.1431,0.1287,0.0046
CUS006345,30s,1,single,3,low,single_household,2039997,167546,7540,0.5369,0.6971,0.897,80.0,medium,produce,0.5583,0.1809,0.0901,0.1358,0.0349
CUS006346,50s,2,couple,2,low,villa,1372460,325918,14666,0.6358,0.9157,1.0,85.0,medium,produce,0.3676,0.3077,0.0643,0.1317,0.1288
CUS006347,50s,2,couple,6,middle,apartment,3778538,395120,17780,0.4933,0.9183,1.0,78.6,medium,meat,0.3011,0.4415,0.1153,0.1082,0.0339
CUS006348,40s,2,couple,4,middle,apartment,2650689,394102,17735,0.6699,0.6694,1.0,79.1,medium,produce,0.4113,0.343,0.1543,0.0303,0.0612
CUS006349,40s,3~4,family,9,high,apartment,6734142,664627,29908,0.3979,0.6559,1.11,122.9,high,deli,0.2611,0.2084,0.1401,0.305,0.0855
CUS006350,50s,3~4,family,6,middle,apartment,3778538,519052,23357,0.4749,0.6757,1.11,80.8,medium,produce,0.6521,0.186,0.1218,0.0212,0.019
CUS006351,40s,3~4,family,1,low,apartment,597808,384976,17324,0.967,0.6859,1.11,62.9,medium,produce,0.3059,0.2707,0.2158,0.0808,0.1267
CUS006352,60_plus,2,senior,7,middle,apartment,4564124,436403,19638,0.4028,0.8699,1.0,123.6,high,produce,0.5608,0.1423,0.1767,0.0618,0.0584
CUS006353,40s,3~4,family,7,middle,apartment,4564124,578909,26051,0.4686,0.7491,1.11,104.9,medium,produce,0.4199,0.2949,0.1358,0.0869,0.0625
CUS006354,60_plus,2,senior,7,middle,apartment,4564124,568995,25605,0.4772,0.8059,1.0,42.6,low,produce,0.5264,0.1608,0.1792,0.0963,0.0373
CUS006355,60_plus,1,senior,4,middle,apartment,2650689,209332,9420,0.5704,0.7929,0.897,69.9,medium,produce,0.6797,0.1816,0.087,0.0475,0.0042
CUS006356,20s,2,couple,5,middle,villa,3185740,401392,18063,0.4426,0.812,1.0,57.1,medium,produce,0.2474,0.2109,0.1777,0.2077,0.1564
CUS006357,50s,1,single,1,low,apartment,597808,155431,6994,0.8974,0.8747,0.897,123.6,high,produce,0.5169,0.3267,0.0553,0.0319,0.0692
CUS006358,20s,1,single,3,low,single_household,2039997,241813,10882,0.6335,0.6419,0.897,109.9,medium,produce,0.3321,0.2233,0.2129,0.1736,0.058
CUS006359,60_plus,1,senior,4,middle,apartment,2650689,222308,10004,0.5561,0.6189,0.897,83.6,medium,produce,0.5111,0.235,0.0564,0.1161,0.0815
CUS006360,50s,3~4,family,9,high,apartment,6734142,686347,30886,0.4944,0.7557,1.11,117.5,high,produce,0.6262,0.1771,0.0448,0.0346,0.1174
CUS006361,30s,3~4,family,9,high,apartment,6734142,711113,32000,0.331,0.5765,1.11,27.1,low,meat,0.2063,0.2991,0.2727,0.1608,0.061
CUS006362,50s,2,couple,7,middle,apartment,4564124,531334,23910,0.4316,0.7753,1.0,125.4,high,produce,0.4767,0.2707,0.1408,0.0901,0.0217
CUS006363,30s,2,couple,4,middle,villa,2650689,403147,18142,0.6348,0.7354,1.0,61.2,medium,dairy,0.2201,0.297,0.3162,0.111,0.0557
CUS006364,50s,1,single,3,low,single_household,2039997,221496,9967,0.5038,0.8118,0.897,83.4,medium,produce,0.3347,0.3133,0.276,0.0543,0.0217
CUS006365,20s,1,single,8,high,single_household,5406144,297708,13397,0.51,0.598,0.897,107.1,medium,meat,0.2514,0.2935,0.1551,0.1698,0.1303
CUS006366,60_plus,1,senior,7,middle,single_household,4564124,271418,12214,0.4609,0.8595,0.897,100.0,medium,produce,0.386,0.2049,0.158,0.231,0.0201
CUS006367,20s,3~4,family,8,high,villa,5406144,715093,32179,0.4555,0.6741,1.11,108.0,medium,produce,0.3961,0.1162,0.1051,0.1906,0.1921
CUS006368,60_plus,1,senior,1,low,single_household,597808,148545,6685,0.98,0.7274,0.897,72.5,medium,produce,0.5457,0.1333,0.1448,0.168,0.0082
CUS006369,60_plus,2,senior,4,middle,apartment,2650689,376583,16946,0.6502,0.7687,1.0,86.0,medium,produce,0.5941,0.2493,0.1125,0.0402,0.0039
CUS006370,50s,3~4,family,9,high,apartment,6734142,560158,25207,0.2369,0.7871,1.11,150.8,high,produce,0.4479,0.2086,0.281,0.0246,0.0379
CUS006371,40s,5+,family,9,high,apartment,6734142,672395,30258,0.4532,0.7092,1.252,85.7,medium,produce,0.389,0.3061,0.1597,0.0825,0.0627
CUS006372,40s,5+,family,9,high,apartment,6734142,640042,28802,0.36,0.8235,1.252,114.2,high,produce,0.415,0.1497,0.2481,0.1031,0.0841
CUS006373,60_plus,1,senior,1,low,apartment,597808,135189,6084,0.923,0.7907,0.897,74.3,medium,produce,0.5179,0.1767,0.1919,0.0895,0.024
CUS006374,60_plus,2,senior,6,middle,apartment,3778538,524020,23581,0.5624,0.9436,1.0,60.0,medium,produce,0.3359,0.1905,0.2515,0.127,0.0951
CUS006375,20s,1,single,3,low,single_household,2039997,214662,9660,0.6929,0.6656,0.897,144.4,high,produce,0.2769,0.2766,0.1651,0.1886,0.0928
CUS006376,30s,2,couple,9,high,villa,6734142,603091,27139,0.3697,0.6907,1.0,53.2,low,produce,0.3787,0.2579,0.1827,0.1052,0.0755
CUS006377,30s,3~4,family,9,high,villa,6734142,690133,31056,0.3911,0.8447,1.11,113.3,high,deli,0.1822,0.2777,0.0921,0.2958,0.1522
CUS006378,40s,1,single,1,low,apartment,597808,140143,6306,0.8828,0.7248,0.897,96.6,medium,produce,0.2594,0.2503,0.2167,0.1076,0.1661
CUS006379,60_plus,2,senior,4,middle,villa,2650689,385848,17363,0.6549,0.9229,1.0,90.3,medium,produce,0.405,0.1116,0.0886,0.2547,0.14
CUS006380,50s,3~4,family,9,high,apartment,6734142,707864,31854,0.376,0.7171,1.11,131.0,high,produce,0.57,0.1932,0.1933,0.0328,0.0108
CUS006381,60_plus,1,senior,1,low,single_household,597808,179155,8062,0.8964,0.7473,0.897,54.7,low,produce,0.3972,0.1571,0.1459,0.168,0.1319
CUS006382,50s,3~4,family,4,middle,apartment,2650689,455568,20501,0.5345,0.7603,1.11,56.7,medium,produce,0.5074,0.1415,0.198,0.0693,0.0838
CUS006383,60_plus,3~4,family,9,high,apartment,6734142,856286,38533,0.4153,0.8729,1.11,139.4,high,produce,0.5324,0.1064,0.1162,0.1836,0.0614
CUS006384,30s,2,couple,9,high,apartment,6734142,604878,27220,0.5267,0.7369,1.0,72.2,medium,produce,0.3877,0.2584,0.2337,0.0822,0.038
CUS006385,20s,1,single,9,high,single_household,6734142,288800,12996,0.4319,0.705,0.897,103.7,medium,deli,0.2073,0.2122,0.227,0.317,0.0365
CUS006386,40s,1,single,4,middle,apartment,2650689,184612,8308,0.59,0.8681,0.897,59.2,medium,produce,0.5183,0.1336,0.1577,0.1744,0.016
CUS006387,50s,3~4,family,10,high,villa,10674991,823080,37039,0.101,0.7486,1.11,137.2,high,produce,0.4235,0.2592,0.1889,0.0366,0.0918
CUS006388,50s,1,single,3,low,villa,2039997,170608,7677,0.5331,0.7305,0.897,41.3,low,produce,0.4048,0.1948,0.1385,0.1628,0.0991
CUS006389,50s,3~4,family,10,high,single_household,10674991,731097,32899,0.2782,0.7512,1.11,87.1,medium,meat,0.206,0.4359,0.2008,0.1189,0.0384
CUS006390,40s,5+,family,8,high,apartment,5406144,649045,29207,0.347,0.7153,1.252,109.3,medium,produce,0.4067,0.3165,0.1733,0.0836,0.02
CUS006391,20s,1,single,3,low,single_household,2039997,184370,8297,0.6396,0.5263,0.897,71.1,medium,produce,0.5406,0.1381,0.1854,0.1107,0.0252
CUS006392,30s,2,couple,6,middle,apartment,3778538,471642,21224,0.4829,0.6584,1.0,143.7,high,meat,0.2366,0.2525,0.2103,0.2077,0.093
CUS006393,30s,3~4,family,7,middle,single_household,4564124,507433,22834,0.4519,0.7511,1.11,175.3,high,produce,0.3188,0.2562,0.1624,0.2315,0.0311
CUS006394,40s,3~4,family,3,low,apartment,2039997,359002,16155,0.6683,0.8503,1.11,64.2,medium,produce,0.6202,0.0934,0.163,0.092,0.0313
CUS006395,60_plus,2,senior,3,low,single_household,2039997,304707,13712,0.6524,0.8331,1.0,162.4,high,produce,0.5023,0.158,0.1451,0.0831,0.1114
CUS006396,60_plus,1,senior,4,middle,apartment,2650689,237185,10673,0.6374,0.6405,0.897,89.8,medium,meat,0.3182,0.3385,0.1173,0.177,0.049
CUS006397,50s,5+,family,10,high,villa,10674991,877696,39496,0.2587,0.8307,1.252,99.6,medium,dairy,0.2246,0.2424,0.3776,0.0897,0.0656
CUS006398,60_plus,1,senior,4,middle,villa,2650689,216210,9729,0.7254,0.8977,0.897,75.3,medium,produce,0.305,0.2562,0.3001,0.1021,0.0366
CUS006399,50s,3~4,family,9,high,villa,6734142,699863,31494,0.4515,0.6666,1.11,104.8,medium,produce,0.4209,0.1881,0.1712,0.0848,0.135
CUS006400,20s,1,single,1,low,single_household,597808,167344,7530,0.8345,0.719,0.897,63.2,medium,produce,0.3483,0.2093,0.1174,0.2723,0.0526
CUS006401,60_plus,3~4,family,8,high,villa,5406144,555424,24994,0.3877,0.6328,1.11,105.6,medium,produce,0.4807,0.2749,0.1127,0.0314,0.1002
CUS006402,50s,2,couple,3,low,apartment,2039997,381109,17150,0.6574,0.5796,1.0,83.3,medium,meat,0.2914,0.2965,0.2053,0.1692,0.0376
CUS006403,40s,1,single,7,middle,apartment,4564124,280680,12631,0.4855,0.7894,0.897,115.7,high,produce,0.3695,0.2672,0.1818,0.0956,0.0859
CUS006404,60_plus,2,senior,5,middle,villa,3185740,526268,23682,0.4427,0.8662,1.0,34.6,low,produce,0.3027,0.2414,0.1688,0.2077,0.0793
CUS006405,60_plus,3~4,family,10,high,apartment,10674991,744175,33488,0.2866,0.8435,1.11,168.6,high,produce,0.3901,0.1454,0.2935,0.1387,0.0323
CUS006406,60_plus,1,senior,2,low,single_household,1372460,200024,9001,0.6821,0.789,0.897,145.4,high,produce,0.4433,0.1844,0.2038,0.0941,0.0744
CUS006407,50s,3~4,family,6,middle,villa,3778538,481728,21678,0.4453,0.796,1.11,105.7,medium,produce,0.4856,0.1684,0.2503,0.0284,0.0673
CUS006408,50s,2,couple,4,middle,apartment,2650689,299249,13466,0.5963,0.8091,1.0,106.3,medium,meat,0.2533,0.3968,0.1752,0.1298,0.045
CUS006409,60_plus,3~4,family,10,high,apartment,10674991,643799,28971,0.2748,0.7936,1.11,50.5,low,produce,0.3666,0.2481,0.3316,0.0459,0.0078
CUS006410,50s,2,couple,8,high,apartment,5406144,435927,19617,0.2931,0.6685,1.0,55.8,medium,produce,0.6412,0.1658,0.0672,0.0652,0.0606
CUS006411,30s,1,single,6,middle,apartment,3778538,256647,11549,0.4719,0.7271,0.897,83.4,medium,produce,0.3606,0.2838,0.078,0.1819,0.0957
CUS006412,50s,3~4,family,6,middle,villa,3778538,505309,22739,0.5124,0.8009,1.11,96.4,medium,meat,0.3036,0.3891,0.1517,0.1392,0.0163
CUS006413,30s,2,couple,5,middle,apartment,3185740,389406,17523,0.552,0.8116,1.0,59.3,medium,produce,0.3797,0.2195,0.1475,0.1044,0.1489
CUS006414,40s,3~4,family,7,middle,villa,4564124,504592,22707,0.5154,0.7256,1.11,141.1,high,meat,0.1924,0.4306,0.2463,0.0927,0.038
CUS006415,60_plus,1,senior,2,low,apartment,1372460,183708,8267,0.6604,0.751,0.897,69.2,medium,produce,0.5585,0.3005,0.0565,0.0357,0.0488
CUS006416,60_plus,1,senior,4,middle,single_household,2650689,203918,9176,0.6074,0.7236,0.897,49.7,low,produce,0.5321,0.1273,0.0983,0.106,0.1364
CUS006417,50s,3~4,family,9,high,apartment,6734142,719237,32366,0.4304,0.6683,1.11,67.1,medium,produce,0.5492,0.2381,0.0658,0.0921,0.0548
CUS006418,60_plus,3~4,family,9,high,apartment,6734142,615299,27688,0.357,0.8271,1.11,42.9,low,meat,0.2362,0.423,0.2319,0.0367,0.0722
CUS006419,50s,2,couple,3,low,apartment,2039997,301163,13552,0.6679,0.6601,1.0,101.3,medium,meat,0.2806,0.3073,0.2057,0.1342,0.0722
CUS006420,50s,2,couple,10,high,apartment,10674991,469505,21128,0.2489,0.6704,1.0,50.3,low,produce,0.3846,0.3207,0.1289,0.1165,0.0493
CUS006421,40s,3~4,family,8,high,apartment,5406144,561684,25276,0.3965,0.7252,1.11,91.7,medium,produce,0.336,0.2459,0.2479,0.0814,0.0889
CUS006422,30s,1,single,3,low,single_household,2039997,204308,9194,0.6319,0.6312,0.897,123.7,high,meat,0.246,0.3771,0.118,0.1356,0.1233
CUS006423,30s,3~4,family,8,high,apartment,5406144,615155,27682,0.3889,0.6333,1.11,54.9,low,produce,0.2871,0.1894,0.2072,0.1438,0.1724
CUS006424,60_plus,3~4,family,2,low,villa,1372460,382104,17195,0.713,0.7199,1.11,58.2,medium,produce,0.4742,0.2451,0.1578,0.0342,0.0887
CUS006425,40s,2,couple,1,low,villa,597808,255017,11476,0.8497,0.7318,1.0,66.7,medium,produce,0.4728,0.2657,0.0946,0.1103,0.0566
CUS006426,60_plus,2,senior,4,middle,villa,2650689,367539,16539,0.6786,0.8003,1.0,177.7,high,produce,0.4114,0.2185,0.2444,0.0111,0.1145
CUS006427,60_plus,2,senior,6,middle,apartment,3778538,342713,15422,0.3916,0.7985,1.0,108.4,medium,produce,0.4747,0.2142,0.1166,0.0804,0.1141
CUS006428,30s,1,single,3,low,single_household,2039997,196966,8863,0.4996,0.664,0.897,118.2,high,produce,0.3411,0.2241,0.282,0.1404,0.0125
CUS006429,30s,1,single,1,low,apartment,597808,144688,6511,0.8538,0.7833,0.897,68.6,medium,produce,0.3645,0.0797,0.3321,0.1978,0.026
CUS006430,50s,2,couple,4,middle,apartment,2650689,397792,17901,0.5848,0.6976,1.0,66.3,medium,meat,0.218,0.4024,0.1184,0.0827,0.1786
CUS006431,50s,1,single,3,low,apartment,2039997,176176,7928,0.675,0.7157,0.897,48.8,low,produce,0.6024,0.1592,0.1,0.0698,0.0687
CUS006432,60_plus,1,senior,2,low,single_household,1372460,168829,7597,0.7367,0.812,0.897,185.8,high,produce,0.6472,0.1375,0.0834,0.0643,0.0676
CUS006433,60_plus,2,senior,5,middle,apartment,3185740,366982,16514,0.5378,0.8093,1.0,79.0,medium,produce,0.5304,0.1085,0.1984,0.08,0.0828
CUS006434,40s,3~4,family,8,high,villa,5406144,648146,29167,0.4359,0.8222,1.11,135.5,high,meat,0.2244,0.2606,0.2534,0.2074,0.0542
CUS006435,40s,2,couple,8,high,apartment,5406144,484199,21789,0.2982,0.741,1.0,64.6,medium,produce,0.444,0.3235,0.1322,0.0323,0.068
CUS006436,30s,2,couple,4,middle,apartment,2650689,367646,16544,0.5986,0.8992,1.0,75.9,medium,meat,0.2015,0.2787,0.2337,0.2247,0.0614
CUS006437,30s,3~4,family,9,high,apartment,6734142,702663,31620,0.2352,0.7294,1.11,38.1,low,meat,0.1805,0.3866,0.2204,0.1704,0.0421
CUS006438,20s,1,single,8,high,apartment,5406144,284970,12824,0.3304,0.6543,0.897,36.8,low,meat,0.0971,0.3091,0.1612,0.2086,0.224
CUS006439,30s,3~4,family,10,high,apartment,10674991,871701,39227,0.3928,0.7776,1.11,117.7,high,produce,0.3831,0.1554,0.119,0.1841,0.1584
CUS006440,60_plus,1,senior,5,middle,single_household,3185740,269585,12131,0.5679,0.7758,0.897,64.8,medium,produce,0.5042,0.1832,0.1305,0.1332,0.0488
CUS006441,60_plus,1,senior,3,low,villa,2039997,190141,8556,0.6465,0.8853,0.897,54.9,low,produce,0.3786,0.262,0.2421,0.0719,0.0453
CUS006442,50s,2,couple,9,high,villa,6734142,717329,32280,0.3126,0.7413,1.0,54.4,low,produce,0.3573,0.2128,0.1536,0.2153,0.061
CUS006443,50s,2,couple,3,low,villa,2039997,288635,12989,0.5437,0.6937,1.0,86.5,medium,produce,0.3235,0.197,0.2715,0.0789,0.1292
CUS006444,50s,1,single,6,middle,villa,3778538,277970,12509,0.4508,0.6971,0.897,28.8,low,produce,0.4377,0.1897,0.1361,0.2196,0.0168
CUS006445,50s,2,couple,7,middle,apartment,4564124,492752,22174,0.4341,0.7746,1.0,96.0,medium,produce,0.4425,0.3277,0.1312,0.0866,0.012
CUS006446,50s,2,couple,9,high,apartment,6734142,621028,27946,0.384,0.8133,1.0,133.5,high,produce,0.4068,0.3358,0.096,0.078,0.0833
CUS006447,30s,1,single,4,middle,apartment,2650689,169326,7620,0.4999,0.5769,0.897,90.4,medium,produce,0.3375,0.2642,0.2083,0.121,0.069
CUS006448,30s,1,single,1,low,single_household,597808,132587,5966,0.8369,0.6141,0.897,107.2,medium,meat,0.3119,0.3357,0.1555,0.1291,0.0677
CUS006449,40s,1,single,9,high,villa,6734142,335941,15117,0.4022,0.7888,0.897,107.5,medium,produce,0.3237,0.3048,0.1843,0.1065,0.0808
CUS006450,20s,1,single,5,middle,single_household,3185740,271136,12201,0.4534,0.6997,0.897,87.1,medium,dairy,0.2281,0.2188,0.2549,0.1825,0.1157
CUS006451,40s,1,single,7,middle,apartment,4564124,269101,12110,0.4666,0.8512,0.897,86.6,medium,produce,0.4022,0.22,0.1841,0.1702,0.0235
CUS006452,50s,3~4,family,7,middle,villa,4564124,558411,25129,0.3585,0.719,1.11,25.7,low,produce,0.4109,0.1417,0.0638,0.3331,0.0505
CUS006453,40s,5+,family,10,high,villa,10674991,653427,29404,0.4413,0.9888,1.252,116.3,high,meat,0.2453,0.3898,0.1702,0.1626,0.0321
CUS006454,50s,3~4,family,6,middle,apartment,3778538,513298,23098,0.4808,0.6989,1.11,66.2,medium,produce,0.3903,0.1768,0.2323,0.0234,0.1772
CUS006455,30s,1,single,1,low,villa,597808,157917,7106,0.8978,0.6292,0.897,55.5,medium,produce,0.362,0.2905,0.0744,0.1939,0.0792
CUS006456,50s,3~4,family,7,middle,apartment,4564124,585986,26369,0.4576,0.9559,1.11,110.8,high,meat,0.3207,0.4723,0.1332,0.0293,0.0445
CUS006457,60_plus,2,senior,2,low,apartment,1372460,245838,11063,0.7831,0.7663,1.0,68.5,medium,produce,0.3704,0.2371,0.2305,0.0561,0.1058
CUS006458,60_plus,2,senior,8,high,apartment,5406144,611888,27535,0.5529,0.8568,1.0,125.8,high,meat,0.3245,0.3373,0.1518,0.0919,0.0945
CUS006459,60_plus,1,senior,4,middle,single_household,2650689,200219,9010,0.5804,0.7582,0.897,137.6,high,produce,0.3183,0.2031,0.2801,0.0377,0.1608
CUS006460,40s,2,couple,8,high,apartment,5406144,563625,25363,0.4214,0.7797,1.0,88.6,medium,produce,0.4624,0.2022,0.1164,0.1222,0.0967
CUS006461,40s,3~4,family,8,high,villa,5406144,596757,26854,0.3857,0.6556,1.11,45.2,low,produce,0.3767,0.1692,0.1104,0.2195,0.1242
CUS006462,40s,3~4,family,6,middle,apartment,3778538,360573,16226,0.5417,0.8143,1.11,63.4,medium,produce,0.4317,0.191,0.1965,0.1324,0.0483
CUS006463,30s,1,single,6,middle,single_household,3778538,262998,11835,0.5018,0.7203,0.897,67.9,medium,produce,0.3042,0.2495,0.1639,0.2117,0.0707
CUS006464,30s,2,couple,4,middle,apartment,2650689,345034,15527,0.4601,0.7627,1.0,94.4,medium,dairy,0.1715,0.2102,0.3708,0.21,0.0374
CUS006465,30s,3~4,family,8,high,villa,5406144,523081,23539,0.403,0.8448,1.11,68.0,medium,meat,0.2136,0.354,0.1147,0.1861,0.1316
CUS006466,40s,3~4,family,1,low,apartment,597808,295410,13293,0.856,0.6844,1.11,82.6,medium,produce,0.3622,0.1397,0.2016,0.2633,0.0333
CUS006467,50s,2,couple,6,middle,apartment,3778538,395260,17787,0.3567,0.6461,1.0,34.6,low,produce,0.3438,0.294,0.2324,0.0897,0.04
CUS006468,50s,3~4,family,8,high,apartment,5406144,475325,21390,0.3786,0.6774,1.11,45.5,low,produce,0.4979,0.15,0.2013,0.1098,0.041
CUS006469,60_plus,3~4,family,9,high,apartment,6734142,704731,31713,0.4071,0.827,1.11,56.5,medium,produce,0.4403,0.2825,0.0986,0.1652,0.0133
CUS006470,30s,3~4,family,10,high,apartment,10674991,700022,31501,0.419,0.7315,1.11,65.2,medium,produce,0.3461,0.1731,0.21,0.1771,0.0937
CUS006471,50s,3~4,family,7,middle,apartment,4564124,541616,24373,0.5012,0.73,1.11,38.8,low,meat,0.2758,0.3081,0.1532,0.2398,0.0231
CUS006472,60_plus,2,senior,1,low,apartment,597808,299335,13470,0.8203,0.8636,1.0,89.1,medium,produce,0.4216,0.1863,0.1759,0.1443,0.0719
CUS006473,40s,1,single,8,high,apartment,5406144,268734,12093,0.4047,0.8342,0.897,62.5,medium,produce,0.5612,0.2374,0.1114,0.0405,0.0496
CUS006474,40s,3~4,family,7,middle,apartment,4564124,649492,29227,0.4308,0.7356,1.11,128.4,high,produce,0.3926,0.2817,0.1187,0.1461,0.0608
CUS006475,20s,2,couple,1,low,apartment,597808,259481,11677,0.9375,0.4858,1.0,56.6,medium,produce,0.2709,0.1839,0.2031,0.1856,0.1565
CUS006476,30s,3~4,family,3,low,apartment,2039997,385466,17346,0.7222,0.7965,1.11,112.1,high,produce,0.3886,0.1801,0.2543,0.1526,0.0244
CUS006477,40s,2,couple,8,high,apartment,5406144,479005,21555,0.3896,0.7625,1.0,96.6,medium,deli,0.2718,0.245,0.1437,0.2816,0.0579
CUS006478,50s,2,couple,4,middle,apartment,2650689,335543,15099,0.5248,0.731,1.0,86.6,medium,meat,0.2986,0.337,0.1373,0.1176,0.1095
CUS006479,60_plus,1,senior,2,low,villa,1372460,159972,7199,0.7181,0.8057,0.897,123.7,high,produce,0.4346,0.2133,0.1748,0.1294,0.0479
CUS006480,50s,3~4,family,8,high,single_household,5406144,632061,28443,0.4237,0.8937,1.11,101.3,medium,produce,0.5277,0.1783,0.1603,0.1209,0.0128
CUS006481,50s,1,single,1,low,villa,597808,140523,6324,0.936,0.7844,0.897,60.3,medium,produce,0.4749,0.1879,0.2165,0.0404,0.0803
CUS006482,40s,2,couple,3,low,apartment,2039997,335003,15075,0.6379,0.751,1.0,279.9,high,produce,0.4862,0.2367,0.0827,0.1056,0.0888
CUS006483,60_plus,3~4,family,4,middle,apartment,2650689,320358,14416,0.5767,0.8231,1.11,79.1,medium,produce,0.4283,0.2764,0.1125,0.1205,0.0622
CUS006484,30s,2,couple,8,high,apartment,5406144,503442,22655,0.5586,0.6765,1.0,76.0,medium,produce,0.3584,0.2907,0.1952,0.1043,0.0515
CUS006485,30s,1,single,3,low,single_household,2039997,145575,6551,0.656,0.747,0.897,80.4,medium,produce,0.315,0.1829,0.1945,0.1418,0.1658
CUS006486,50s,1,single,7,middle,apartment,4564124,306454,13790,0.3879,0.7923,0.897,77.5,medium,meat,0.3327,0.3449,0.211,0.0478,0.0635
CUS006487,50s,3~4,family,7,middle,apartment,4564124,505471,22746,0.3359,0.6952,1.11,83.4,medium,produce,0.525,0.2489,0.089,0.0486,0.0884
CUS006488,60_plus,5+,family,9,high,single_household,6734142,714971,32174,0.3909,0.8113,1.252,139.5,high,produce,0.4734,0.203,0.1612,0.0963,0.0662
CUS006489,30s,3~4,family,7,middle,single_household,4564124,588173,26468,0.4728,0.6716,1.11,96.0,medium,produce,0.3318,0.1507,0.1997,0.2843,0.0334
CUS006490,30s,1,single,2,low,single_household,1372460,190556,8575,0.7615,0.576,0.897,121.7,high,produce,0.4096,0.2252,0.1806,0.1108,0.0739
CUS006491,60_plus,2,senior,7,middle,single_household,4564124,463138,20841,0.406,0.6476,1.0,51.1,low,produce,0.4021,0.3362,0.0718,0.0375,0.1525
CUS006492,20s,1,single,5,middle,single_household,3185740,253181,11393,0.5283,0.6827,0.897,154.7,high,produce,0.3442,0.2428,0.1123,0.2139,0.0868
CUS006493,40s,3~4,family,3,low,apartment,2039997,345627,15553,0.6485,0.6605,1.11,97.1,medium,produce,0.4571,0.2236,0.1445,0.1318,0.043
CUS006494,60_plus,2,senior,6,middle,apartment,3778538,548378,24677,0.4947,0.7991,1.0,121.4,high,meat,0.3195,0.3456,0.2281,0.041,0.0658
CUS006495,50s,3~4,family,7,middle,apartment,4564124,477413,21484,0.5328,0.8155,1.11,71.9,medium,produce,0.3937,0.2823,0.1537,0.0297,0.1405
CUS006496,60_plus,1,senior,3,low,villa,2039997,158176,7118,0.7134,0.8234,0.897,85.8,medium,produce,0.405,0.3395,0.1131,0.0956,0.0467
