customer_id,age_group,household_type,income_level,residence_type,price_sensitivity,freshness_sensitivity,preferred_category,visit_frequency
CUS006071,60_plus,family,middle,apartment,0.43,0.53,dairy,medium
CUS006072,20s,family,low,apartment,0.87,0.63,dairy,low
CUS006073,20s,single,low,single_household,0.78,0.61,meat,medium
CUS006074,20s,single,low,single_household,0.73,0.56,deli,medium
CUS006075,50s,couple,high,single_household,0.61,0.75,meat,low
CUS006076,40s,family,low,villa,0.35,0.57,dairy,low
CUS006077,40s,family,middle,villa,0.27,0.55,meat,low
CUS006078,30s,family,middle,apartment,0.23,0.75,meat,low
CUS006079,20s,single,low,apartment,0.85,0.68,deli,high
CUS006080,50s,family,low,apartment,0.53,0.86,dairy,medium
CUS006081,20s,single,low,apartment,0.4,0.51,meat,medium
CUS006082,20s,couple,middle,apartment,0.69,0.8,produce,medium
CUS006083,40s,senior,low,single_household,0.91,0.84,meat,medium
CUS006084,20s,couple,low,single_household,0.81,0.62,deli,high
CUS006085,20s,single,high,single_household,0.42,0.75,deli,medium
CUS006086,50s,couple,middle,single_household,0.21,0.83,deli,low
CUS006087,40s,family,high,apartment,0.54,0.91,produce,high
CUS006088,30s,senior,middle,villa,0.44,0.91,dairy,high
CUS006089,30s,family,low,apartment,0.45,0.76,meat,medium
CUS006090,50s,senior,high,villa,0.35,0.73,produce,low
CUS006091,20s,single,low,apartment,0.73,0.63,dairy,medium
CUS006092,20s,single,low,single_household,0.92,0.7,produce,medium
CUS006093,40s,family,middle,apartment,0.51,0.72,dairy,medium
CUS006094,40s,family,high,villa,0.51,0.94,meat,medium
CUS006095,60_plus,senior,low,single_household,0.52,0.84,deli,low
CUS006096,30s,family,middle,villa,0.75,0.7,meat,high
CUS006097,20s,single,high,single_household,0.63,0.56,dairy,medium
CUS006098,40s,family,middle,villa,0.81,0.71,meat,medium
CUS006099,40s,family,middle,apartment,0.37,0.65,deli,low
CUS006100,20s,senior,middle,villa,0.45,0.82,deli,medium
CUS006101,40s,couple,middle,apartment,0.53,0.89,dairy,medium
CUS006102,20s,single,low,single_household,0.84,0.45,deli,medium
CUS006103,50s,couple,high,apartment,0.54,0.92,cheese,medium
CUS006104,50s,family,high,apartment,0.76,0.9,produce,low
CUS006105,30s,single,middle,apartment,0.53,0.78,dairy,medium
CUS006106,60_plus,senior,low,villa,0.56,0.85,cheese,low
CUS006107,60_plus,senior,middle,apartment,0.27,0.6,produce,low
CUS006108,20s,single,low,apartment,0.72,0.66,produce,high
CUS006109,30s,single,high,apartment,0.56,0.92,cheese,high
CUS006110,40s,family,middle,apartment,0.78,0.6,produce,medium
CUS006111,20s,single,middle,single_household,0.52,0.7,dairy,medium
CUS006112,30s,family,middle,apartment,0.43,0.66,produce,low
CUS006113,30s,couple,low,apartment,0.46,0.62,cheese,medium
CUS006114,60_plus,single,low,single_household,0.68,0.78,meat,low
CUS006115,30s,family,high,apartment,0.48,0.89,deli,medium
CUS006116,50s,family,low,apartment,0.45,0.84,produce,high
CUS006117,30s,family,low,villa,0.6,0.59,produce,medium
CUS006118,20s,single,low,single_household,0.86,0.64,deli,high
CUS006119,50s,couple,middle,apartment,0.73,0.68,produce,medium
CUS006120,20s,single,low,single_household,0.7,0.55,deli,medium
CUS006121,20s,single,middle,single_household,0.55,0.57,produce,medium
CUS006122,30s,couple,low,villa,0.62,0.69,meat,high
CUS006123,40s,family,middle,apartment,0.78,0.79,produce,medium
CUS006124,30s,single,middle,single_household,0.58,0.83,deli,medium
CUS006125,20s,single,middle,apartment,0.55,0.79,produce,high
CUS006126,30s,couple,low,apartment,0.66,0.54,dairy,medium
CUS006127,30s,family,low,apartment,0.46,0.57,dairy,low
CUS006128,20s,single,middle,villa,0.56,0.79,meat,medium
CUS006129,40s,family,middle,apartment,0.55,0.68,cheese,medium
CUS006130,20s,couple,low,apartment,0.71,0.69,cheese,high
CUS006131,30s,couple,high,villa,0.67,0.79,produce,low
CUS006132,40s,family,low,villa,0.77,0.56,produce,high
CUS006133,50s,family,middle,villa,0.44,0.84,deli,high
CUS006134,30s,single,high,single_household,0.53,0.45,cheese,low
CUS006135,30s,senior,high,single_household,0.17,0.92,produce,medium
CUS006136,30s,family,middle,apartment,0.51,0.42,dairy,medium
CUS006137,60_plus,senior,middle,villa,0.52,0.61,cheese,medium
CUS006138,20s,single,high,apartment,0.69,0.84,deli,high
CUS006139,20s,single,low,single_household,0.51,0.58,deli,low
CUS006140,30s,family,low,apartment,0.62,0.68,meat,medium
CUS006141,20s,family,middle,apartment,0.51,0.83,dairy,low
CUS006142,20s,single,low,single_household,0.75,0.7,meat,high
CUS006143,20s,senior,middle,single_household,0.65,0.91,cheese,medium
CUS006144,40s,couple,middle,apartment,0.7,0.65,cheese,medium
CUS006145,40s,family,high,apartment,0.55,0.77,produce,medium
CUS006146,40s,couple,middle,apartment,0.38,0.65,meat,low
CUS006147,50s,family,low,villa,0.7,0.77,dairy,low
CUS006148,30s,family,high,villa,0.75,0.66,produce,low
CUS006149,60_plus,senior,low,single_household,0.81,0.97,dairy,low
CUS006150,50s,family,high,apartment,0.35,0.96,dairy,medium
CUS006151,50s,family,low,apartment,0.6,0.89,cheese,medium
CUS006152,50s,family,high,apartment,0.51,0.61,meat,medium
CUS006153,30s,couple,middle,apartment,0.43,0.61,cheese,low
CUS006154,30s,senior,low,apartment,0.78,0.75,produce,medium
CUS006155,30s,family,middle,apartment,0.36,0.64,cheese,medium
CUS006156,20s,family,middle,apartment,0.3,0.81,dairy,low
CUS006157,40s,single,high,apartment,0.36,0.74,meat,medium
CUS006158,20s,single,low,villa,0.45,0.63,cheese,medium
CUS006159,20s,single,middle,single_household,0.55,0.74,produce,medium
CUS006160,60_plus,senior,low,villa,0.2,0.91,produce,low
CUS006161,40s,single,high,single_household,0.43,0.79,deli,medium
CUS006162,40s,family,middle,apartment,0.63,0.82,produce,medium
CUS006163,30s,couple,middle,single_household,0.87,0.57,cheese,high
CUS006164,40s,family,low,villa,0.63,0.77,cheese,high
CUS006165,50s,couple,low,villa,0.56,0.81,cheese,high
CUS006166,40s,family,middle,apartment,0.22,0.93,deli,medium
CUS006167,40s,family,high,apartment,0.33,0.57,meat,medium
CUS006168,40s,family,middle,apartment,0.32,0.74,meat,medium
CUS006169,30s,couple,low,apartment,0.5,0.67,produce,medium
CUS006170,40s,single,middle,single_household,0.47,0.79,meat,medium
CUS006171,60_plus,couple,middle,apartment,0.76,0.85,cheese,medium
CUS006172,30s,couple,middle,apartment,0.65,0.7,meat,medium
CUS006173,30s,family,middle,villa,0.62,0.94,deli,medium
CUS006174,30s,family,middle,villa,0.47,0.62,cheese,low
CUS006175,30s,family,low,villa,0.77,0.73,dairy,medium
CUS006176,60_plus,couple,low,villa,0.48,0.39,produce,medium
CUS006177,50s,family,middle,apartment,0.44,0.6,meat,low
CUS006178,30s,senior,middle,villa,0.61,0.69,produce,low
CUS006179,30s,family,low,apartment,0.68,0.81,produce,high
CUS006180,30s,family,middle,apartment,0.52,0.58,dairy,low
CUS006181,20s,family,middle,villa,0.73,0.49,produce,medium
CUS006182,40s,family,middle,apartment,0.53,0.88,dairy,medium
CUS006183,50s,couple,low,apartment,0.49,0.83,dairy,medium
CUS006184,40s,couple,middle,villa,0.54,0.88,deli,medium
CUS006185,20s,single,low,single_household,0.6,0.58,dairy,high
CUS006186,50s,couple,low,apartment,0.41,0.63,deli,low
CUS006187,50s,couple,middle,single_household,0.47,0.92,dairy,medium
CUS006188,30s,family,low,apartment,0.71,0.65,meat,medium
CUS006189,40s,single,low,single_household,0.57,0.58,dairy,low
CUS006190,40s,couple,middle,apartment,0.31,0.77,meat,low
CUS006191,50s,family,high,single_household,0.32,0.8,dairy,medium
CUS006192,20s,single,low,single_household,0.64,0.59,produce,medium
CUS006193,20s,couple,low,apartment,0.8,0.65,produce,low
CUS006194,40s,family,middle,apartment,0.43,0.93,dairy,medium
CUS006195,20s,single,middle,apartment,0.65,0.73,dairy,medium
CUS006196,30s,family,middle,apartment,0.66,0.85,cheese,medium
CUS006197,50s,single,middle,single_household,0.37,0.73,deli,medium
CUS006198,20s,family,middle,apartment,0.47,0.79,meat,high
CUS006199,40s,family,middle,apartment,0.77,0.96,dairy,low
CUS006200,60_plus,couple,low,single_household,0.78,0.93,deli,medium
CUS006201,40s,family,middle,apartment,0.67,0.98,meat,medium
CUS006202,40s,family,high,apartment,0.57,0.77,produce,medium
CUS006203,40s,family,middle,apartment,0.59,0.96,cheese,medium
CUS006204,20s,couple,low,apartment,0.65,0.47,deli,medium
CUS006205,20s,family,low,apartment,0.86,0.58,meat,high
CUS006206,40s,family,low,apartment,0.64,0.78,meat,high
CUS006207,30s,single,middle,apartment,0.72,0.44,deli,high
CUS006208,30s,family,middle,single_household,0.62,0.78,dairy,medium
CUS006209,20s,couple,middle,single_household,0.58,0.69,produce,low
CUS006210,50s,senior,middle,apartment,0.48,0.84,cheese,medium
CUS006211,20s,couple,low,villa,0.51,0.66,dairy,high
CUS006212,50s,couple,middle,apartment,0.57,0.94,produce,medium
CUS006213,30s,family,low,apartment,0.69,0.79,cheese,low
CUS006214,40s,single,low,apartment,0.38,0.65,dairy,low
CUS006215,30s,single,middle,apartment,0.46,0.65,meat,medium
CUS006216,20s,single,low,single_household,0.62,0.31,cheese,medium
CUS006217,40s,family,middle,apartment,0.72,0.75,deli,low
CUS006218,40s,couple,middle,single_household,0.61,0.86,cheese,low
CUS006219,20s,senior,low,villa,0.97,0.49,dairy,medium
CUS006220,30s,family,high,apartment,0.34,0.78,produce,medium
CUS006221,30s,family,low,apartment,0.31,0.87,meat,medium
CUS006222,30s,couple,middle,apartment,0.36,0.94,meat,medium
CUS006223,40s,couple,low,villa,0.74,0.62,deli,high
CUS006224,20s,senior,middle,apartment,0.58,0.84,deli,low
CUS006225,40s,senior,high,apartment,0.57,0.87,meat,high
CUS006226,20s,family,high,apartment,0.57,0.8,dairy,medium
CUS006227,40s,couple,high,villa,0.59,0.67,produce,medium
CUS006228,30s,family,middle,apartment,0.58,0.69,produce,high
CUS006229,40s,single,middle,single_household,0.65,0.51,meat,low
CUS006230,30s,couple,high,villa,0.44,0.83,produce,medium
CUS006231,60_plus,senior,low,single_household,0.29,0.78,meat,low
CUS006232,40s,family,high,villa,0.47,0.85,dairy,low
CUS006233,50s,couple,high,villa,0.23,0.55,deli,medium
CUS006234,30s,family,middle,apartment,0.53,0.9,cheese,low
CUS006235,30s,family,high,apartment,0.67,0.86,deli,high
CUS006236,20s,family,middle,apartment,0.79,0.71,produce,high
CUS006237,30s,single,middle,single_household,0.45,0.84,deli,medium
CUS006238,40s,family,middle,villa,0.55,0.57,produce,medium
CUS006239,50s,couple,middle,apartment,0.63,0.81,deli,medium
CUS006240,40s,family,high,apartment,0.33,0.87,meat,low
CUS006241,40s,single,middle,single_household,0.25,0.87,cheese,high
CUS006242,20s,couple,low,apartment,0.83,0.84,deli,low
CUS006243,20s,single,middle,single_household,0.8,0.59,deli,medium
CUS006244,50s,couple,middle,apartment,0.8,0.84,dairy,medium
CUS006245,20s,family,low,apartment,0.65,0.56,produce,low
CUS006246,20s,single,high,single_household,0.39,0.82,deli,medium
CUS006247,60_plus,family,low,apartment,0.84,0.67,deli,medium
CUS006248,60_plus,couple,middle,villa,0.58,0.66,deli,high
CUS006249,40s,family,middle,apartment,0.7,0.89,produce,medium
CUS006250,30s,couple,middle,single_household,0.49,0.56,produce,low
CUS006251,50s,couple,middle,apartment,0.54,0.63,dairy,low
CUS006252,30s,couple,middle,apartment,0.56,0.26,dairy,low
CUS006253,30s,single,middle,single_household,0.62,0.58,produce,medium
CUS006254,30s,family,low,apartment,0.67,0.68,deli,medium
CUS006255,60_plus,couple,middle,villa,0.42,0.69,deli,medium
CUS006256,60_plus,couple,middle,apartment,0.55,0.79,cheese,high
CUS006257,40s,senior,low,apartment,0.78,0.57,produce,medium
CUS006258,20s,single,low,single_household,0.84,0.67,produce,medium
CUS006259,40s,family,low,apartment,0.66,0.9,produce,medium
CUS006260,30s,single,middle,single_household,0.67,0.75,deli,medium
CUS006261,50s,family,high,apartment,0.36,0.96,produce,low
CUS006262,20s,single,high,apartment,0.42,0.83,deli,high
CUS006263,20s,couple,middle,villa,0.56,0.7,dairy,low
CUS006264,50s,couple,high,villa,0.5,0.86,meat,low
CUS006265,40s,family,high,apartment,0.43,0.9,meat,medium
CUS006266,50s,couple,high,single_household,0.32,0.77,deli,high
CUS006267,20s,couple,middle,villa,0.42,0.77,produce,high
CUS006268,50s,couple,middle,apartment,0.45,0.77,deli,medium
CUS006269,20s,single,low,villa,0.56,0.58,deli,medium
CUS006270,20s,single,middle,single_household,0.62,0.76,dairy,high
CUS006271,40s,family,middle,apartment,0.46,0.73,meat,medium
CUS006272,30s,senior,middle,apartment,0.44,0.73,meat,high
CUS006273,40s,family,middle,villa,0.46,0.78,deli,medium
CUS006274,20s,single,middle,single_household,0.58,0.64,meat,medium
CUS006275,20s,single,low,apartment,0.54,0.73,dairy,high
CUS006276,50s,couple,low,apartment,0.51,0.84,deli,medium
CUS006277,30s,couple,middle,apartment,0.49,0.66,produce,medium
CUS006278,40s,family,middle,apartment,0.59,0.68,cheese,high
CUS006279,50s,senior,middle,single_household,0.63,0.82,produce,medium
CUS006280,20s,single,low,single_household,0.47,0.64,dairy,medium
CUS006281,50s,couple,low,apartment,0.51,0.64,deli,low
CUS006282,30s,couple,high,apartment,0.5,0.59,produce,medium
CUS006283,30s,family,high,apartment,0.42,1.0,deli,medium
CUS006284,20s,couple,middle,apartment,0.58,0.88,dairy,medium
CUS006285,50s,family,middle,apartment,0.6,0.74,produce,medium
CUS006286,40s,couple,high,villa,0.33,0.74,meat,high
CUS006287,40s,couple,middle,apartment,0.62,0.52,meat,medium
CUS006288,60_plus,senior,low,apartment,0.43,0.57,produce,low
CUS006289,30s,family,low,single_household,0.56,0.42,meat,medium
CUS006290,50s,family,middle,villa,0.75,0.65,produce,low
CUS006291,50s,couple,middle,single_household,0.53,0.79,meat,medium
CUS006292,60_plus,family,low,apartment,0.55,0.86,dairy,low
CUS006293,60_plus,couple,middle,single_household,0.35,0.89,dairy,high
CUS006294,60_plus,senior,low,single_household,0.66,0.63,produce,low
CUS006295,20s,single,high,apartment,0.53,0.58,deli,high
CUS006296,50s,family,middle,apartment,0.32,0.7,cheese,low
CUS006297,50s,single,middle,single_household,0.39,0.59,deli,medium
CUS006298,40s,family,low,villa,0.49,0.57,produce,medium
CUS006299,30s,family,high,villa,0.43,0.84,dairy,high
CUS006300,60_plus,senior,low,single_household,0.53,0.96,cheese,medium
CUS006301,30s,family,high,apartment,0.56,0.97,deli,low
CUS006302,40s,family,middle,apartment,0.41,0.86,deli,medium
CUS006303,40s,family,middle,apartment,0.41,0.83,meat,high
CUS006304,20s,single,middle,apartment,0.48,0.75,dairy,medium
CUS006305,50s,senior,high,apartment,0.38,1.0,meat,low
CUS006306,20s,single,low,single_household,0.68,0.6,produce,medium
CUS006307,40s,family,middle,villa,0.51,0.61,produce,high
CUS006308,50s,family,low,apartment,0.63,0.99,produce,medium
CUS006309,30s,family,high,villa,0.18,0.82,dairy,medium
CUS006310,50s,couple,low,apartment,0.76,0.76,dairy,low
CUS006311,20s,single,middle,apartment,0.89,0.75,produce,high
CUS006312,50s,senior,middle,single_household,0.6,0.81,deli,low
CUS006313,60_plus,senior,low,single_household,0.38,0.93,cheese,medium
CUS006314,20s,family,low,apartment,1.0,0.74,deli,low
CUS006315,40s,family,middle,villa,0.48,0.76,produce,high
CUS006316,40s,family,high,apartment,0.74,0.9,meat,medium
CUS006317,40s,family,high,villa,0.43,0.93,meat,medium
CUS006318,50s,couple,middle,villa,0.42,0.73,cheese,low
CUS006319,40s,single,low,apartment,0.72,0.57,dairy,medium
CUS006320,40s,family,middle,villa,0.51,0.52,dairy,medium
CUS006321,30s,single,middle,apartment,0.78,0.43,cheese,high
CUS006322,30s,single,middle,single_household,0.61,0.84,dairy,low
CUS006323,50s,senior,middle,villa,0.62,0.9,produce,low
CUS006324,20s,single,low,single_household,0.75,0.38,deli,low
CUS006325,40s,couple,high,apartment,0.66,0.7,produce,medium
CUS006326,20s,single,middle,single_household,0.88,0.62,produce,low
CUS006327,50s,senior,high,villa,0.57,0.85,cheese,medium
CUS006328,40s,senior,middle,apartment,0.39,0.57,deli,high
CUS006329,30s,senior,high,single_household,0.41,0.79,produce,low
CUS006330,30s,single,middle,apartment,0.76,0.77,meat,high
CUS006331,30s,family,middle,apartment,0.88,0.9,meat,medium
CUS006332,60_plus,senior,middle,apartment,0.65,0.88,produce,high
CUS006333,40s,family,high,villa,0.66,0.88,meat,medium
CUS006334,40s,family,middle,apartment,0.44,0.61,cheese,low
CUS006335,50s,couple,low,apartment,0.64,0.81,meat,medium
CUS006336,30s,family,low,apartment,0.82,0.52,produce,low
CUS006337,30s,family,low,apartment,0.79,0.64,cheese,low
CUS006338,30s,family,middle,villa,0.44,0.69,meat,medium
CUS006339,20s,couple,middle,villa,0.54,0.65,cheese,medium
CUS006340,50s,couple,middle,apartment,0.72,0.68,produce,medium
CUS006341,50s,family,high,apartment,0.37,0.86,produce,medium
CUS006342,60_plus,couple,middle,apartment,0.59,0.95,meat,medium
CUS006343,50s,couple,middle,villa,0.24,0.83,produce,medium
CUS006344,40s,couple,high,apartment,0.47,0.96,produce,high
CUS006345,30s,senior,middle,villa,0.62,0.9,meat,low
CUS006346,40s,senior,middle,single_household,0.48,0.87,deli,low
CUS006347,60_plus,single,low,single_household,0.36,0.56,deli,high
CUS006348,50s,family,middle,apartment,0.64,0.86,meat,medium
CUS006349,40s,single,high,single_household,0.42,0.71,meat,medium
CUS006350,40s,couple,middle,single_household,0.63,0.67,produce,high
CUS006351,50s,couple,low,villa,0.45,0.7,deli,low
CUS006352,60_plus,single,low,apartment,0.62,0.84,deli,low
CUS006353,50s,couple,middle,villa,0.53,0.92,dairy,medium
CUS006354,30s,single,middle,single_household,0.63,0.62,meat,high
CUS006355,30s,family,high,apartment,0.22,0.76,produce,medium
CUS006356,40s,family,high,villa,0.17,0.77,meat,medium
CUS006357,30s,family,low,single_household,0.43,0.62,dairy,medium
CUS006358,60_plus,senior,middle,single_household,0.52,0.92,meat,low
CUS006359,40s,family,low,apartment,0.36,0.79,dairy,medium
CUS006360,40s,family,middle,apartment,0.45,0.75,dairy,medium
CUS006361,30s,couple,low,villa,0.79,0.52,deli,medium
CUS006362,40s,family,middle,villa,0.48,0.58,produce,medium
CUS006363,40s,family,low,apartment,0.44,0.82,cheese,medium
CUS006364,20s,single,middle,apartment,0.5,0.71,deli,high
CUS006365,50s,family,low,apartment,0.48,0.55,cheese,medium
CUS006366,30s,family,middle,apartment,0.39,0.8,meat,high
CUS006367,30s,family,low,apartment,0.77,0.83,dairy,low
CUS006368,30s,single,middle,single_household,0.61,0.74,dairy,high
CUS006369,40s,family,middle,apartment,0.64,0.95,meat,low
CUS006370,50s,family,middle,apartment,0.47,0.75,meat,medium
CUS006371,50s,family,middle,apartment,0.21,0.8,meat,low
CUS006372,20s,family,middle,apartment,0.59,0.72,dairy,high
CUS006373,60_plus,senior,low,apartment,0.7,0.76,meat,medium
CUS006374,50s,family,high,apartment,0.43,0.83,produce,medium
CUS006375,30s,family,middle,villa,0.35,0.79,meat,medium
CUS006376,30s,family,high,apartment,0.31,0.49,meat,medium
CUS006377,30s,single,low,apartment,0.6,0.51,deli,medium
CUS006378,50s,couple,middle,villa,0.59,0.91,deli,high
CUS006379,30s,family,middle,single_household,0.41,0.54,deli,low
CUS006380,40s,single,low,single_household,0.48,0.69,produce,high
CUS006381,50s,couple,low,villa,0.77,0.69,dairy,medium
CUS006382,50s,couple,high,apartment,0.39,0.86,deli,medium
CUS006383,40s,family,high,apartment,0.36,0.91,cheese,medium
CUS006384,50s,couple,middle,apartment,0.44,0.76,deli,medium
CUS006385,20s,senior,low,apartment,0.96,0.84,produce,low
CUS006386,50s,couple,high,villa,0.66,0.7,meat,high
CUS006387,30s,couple,high,single_household,0.49,0.85,deli,low
CUS006388,20s,couple,middle,villa,0.81,0.34,meat,medium
CUS006389,60_plus,couple,middle,apartment,0.52,0.83,produce,medium
CUS006390,30s,single,middle,apartment,0.53,0.62,dairy,low
CUS006391,20s,senior,low,single_household,0.78,0.71,produce,low
CUS006392,40s,family,high,apartment,0.53,0.61,cheese,low
CUS006393,30s,couple,middle,apartment,0.61,0.53,deli,high
CUS006394,20s,single,high,single_household,0.77,0.88,dairy,medium
CUS006395,40s,couple,high,villa,0.31,0.71,dairy,low
CUS006396,50s,family,middle,apartment,0.83,0.73,cheese,medium
CUS006397,50s,couple,high,villa,0.39,0.88,cheese,medium
CUS006398,20s,single,high,single_household,0.28,0.88,produce,medium
CUS006399,40s,family,middle,apartment,0.36,0.7,dairy,medium
CUS006400,50s,single,high,single_household,0.31,0.85,dairy,low
CUS006401,20s,single,middle,apartment,0.49,0.64,deli,high
CUS006402,30s,family,middle,villa,0.49,0.55,cheese,high
CUS006403,20s,single,middle,single_household,0.64,0.64,deli,high
CUS006404,40s,family,middle,villa,0.5,0.56,produce,medium
CUS006405,20s,single,middle,single_household,0.64,0.62,deli,high
CUS006406,50s,family,low,apartment,0.7,0.78,produce,medium
CUS006407,60_plus,senior,middle,single_household,0.67,0.64,produce,low
CUS006408,30s,single,high,single_household,0.44,0.74,meat,medium
CUS006409,40s,family,middle,apartment,0.69,0.71,meat,low
CUS006410,30s,single,low,apartment,0.67,0.37,meat,low
CUS006411,20s,single,low,single_household,0.71,0.51,produce,high
CUS006412,50s,single,middle,single_household,0.73,0.56,dairy,medium
CUS006413,30s,family,high,apartment,0.44,0.9,meat,medium
CUS006414,60_plus,senior,low,apartment,0.56,0.82,dairy,low
CUS006415,40s,couple,middle,single_household,0.68,0.71,produce,medium
CUS006416,20s,single,middle,single_household,0.65,0.84,deli,low
CUS006417,30s,couple,high,apartment,0.5,0.71,produce,medium
CUS006418,30s,single,low,single_household,0.39,0.63,deli,high
CUS006419,50s,senior,middle,apartment,0.27,0.98,produce,medium
CUS006420,40s,couple,middle,apartment,0.52,0.65,meat,medium
CUS006421,30s,couple,middle,single_household,0.79,0.82,cheese,medium
CUS006422,40s,family,high,villa,0.51,0.79,deli,medium
CUS006423,40s,family,low,apartment,0.73,0.83,produce,medium
CUS006424,50s,couple,middle,apartment,0.53,0.97,meat,medium
CUS006425,20s,single,low,single_household,0.57,0.65,deli,low
CUS006426,20s,couple,middle,villa,0.46,0.83,meat,medium
CUS006427,20s,single,low,single_household,0.52,0.61,dairy,high
CUS006428,30s,family,middle,apartment,0.26,0.65,produce,medium
CUS006429,40s,family,low,apartment,0.65,0.62,cheese,low
CUS006430,20s,single,middle,single_household,0.45,0.59,deli,medium
CUS006431,30s,family,middle,apartment,0.64,0.78,deli,high
CUS006432,30s,family,high,apartment,0.65,0.65,meat,medium
CUS006433,20s,single,middle,villa,0.32,0.74,deli,low
CUS006434,60_plus,senior,middle,apartment,0.55,0.71,produce,low
CUS006435,40s,couple,low,villa,0.65,0.52,meat,low
CUS006436,30s,single,low,single_household,0.66,0.84,dairy,medium
CUS006437,40s,senior,middle,villa,0.59,0.6,cheese,medium
CUS006438,30s,family,middle,villa,0.34,0.63,dairy,medium
CUS006439,50s,single,middle,single_household,0.63,0.75,meat,medium
CUS006440,40s,family,low,apartment,0.61,0.7,dairy,medium
CUS006441,40s,couple,middle,apartment,0.51,0.96,dairy,medium
CUS006442,60_plus,family,middle,apartment,0.58,0.97,cheese,medium
CUS006443,50s,senior,middle,single_household,0.7,0.95,produce,medium
CUS006444,50s,family,middle,apartment,0.46,0.92,produce,medium
CUS006445,30s,family,low,apartment,0.62,0.69,cheese,high
CUS006446,20s,couple,middle,villa,0.87,0.66,deli,medium
CUS006447,40s,single,low,single_household,0.66,0.38,meat,medium
CUS006448,40s,couple,low,apartment,0.59,0.79,produce,medium
CUS006449,40s,couple,high,apartment,0.16,0.91,cheese,medium
CUS006450,50s,family,low,apartment,0.86,0.31,produce,medium
CUS006451,30s,couple,middle,apartment,0.79,0.77,cheese,low
CUS006452,30s,single,high,single_household,0.13,0.82,deli,medium
CUS006453,40s,couple,high,villa,0.63,0.92,dairy,medium
CUS006454,30s,couple,middle,apartment,0.32,0.82,produce,medium
CUS006455,40s,couple,low,single_household,0.25,0.72,dairy,medium
CUS006456,50s,couple,high,apartment,0.24,0.57,meat,medium
CUS006457,40s,couple,middle,single_household,0.42,0.87,deli,high
CUS006458,50s,couple,middle,villa,0.52,0.72,dairy,medium
CUS006459,40s,family,middle,apartment,0.64,0.86,meat,medium
CUS006460,50s,family,middle,apartment,0.92,0.77,deli,low
CUS006461,30s,couple,middle,apartment,0.43,0.62,produce,medium
CUS006462,50s,couple,high,apartment,0.28,0.86,dairy,medium
CUS006463,50s,family,high,apartment,0.55,0.81,dairy,high
CUS006464,30s,single,low,apartment,0.74,0.63,produce,medium
CUS006465,40s,family,high,apartment,0.33,0.8,produce,medium
CUS006466,50s,couple,high,apartment,0.35,0.84,deli,medium
CUS006467,30s,senior,middle,villa,0.57,0.59,produce,medium
CUS006468,50s,couple,middle,single_household,0.47,0.79,produce,medium
CUS006469,60_plus,couple,middle,apartment,0.54,0.69,produce,high
CUS006470,50s,single,middle,apartment,0.58,0.76,produce,high
CUS006471,30s,family,middle,apartment,0.68,0.73,produce,medium
CUS006472,40s,family,middle,villa,0.58,0.72,produce,medium
CUS006473,60_plus,senior,middle,apartment,0.55,0.68,meat,medium
CUS006474,40s,family,middle,villa,0.81,0.72,produce,medium
CUS006475,20s,single,low,single_household,0.59,0.72,produce,medium
CUS006476,20s,couple,middle,apartment,0.47,0.46,deli,low
CUS006477,50s,family,low,apartment,0.86,0.63,cheese,medium
CUS006478,30s,family,middle,apartment,0.56,0.85,dairy,high
CUS006479,30s,single,middle,apartment,0.31,0.81,deli,medium
CUS006480,30s,family,high,apartment,0.37,0.96,produce,low
CUS006481,50s,couple,high,apartment,0.52,0.76,cheese,medium
CUS006482,40s,couple,middle,apartment,0.68,0.8,dairy,medium
CUS006483,50s,senior,high,villa,0.5,0.9,produce,low
CUS006484,50s,couple,high,villa,0.54,0.63,deli,medium
CUS006485,60_plus,senior,middle,villa,0.25,0.93,dairy,medium
CUS006486,50s,family,middle,apartment,0.6,0.63,dairy,high
CUS006487,30s,family,middle,apartment,0.43,0.87,cheese,medium
CUS006488,40s,family,high,apartment,0.45,0.79,produce,low
CUS006489,20s,single,high,single_household,0.22,0.52,produce,high
CUS006490,60_plus,senior,middle,apartment,0.38,0.72,dairy,low
CUS006491,30s,family,middle,apartment,0.54,0.7,dairy,medium
CUS006492,40s,family,low,apartment,0.41,0.72,meat,low
CUS006493,50s,couple,middle,single_household,0.37,0.74,dairy,medium
CUS006494,20s,single,low,villa,0.76,0.67,dairy,medium
CUS006495,50s,family,high,villa,0.45,0.81,meat,medium
CUS006496,20s,senior,low,apartment,0.81,0.51,dairy,low
CUS006497,30s,couple,middle,apartment,0.64,0.83,meat,low
CUS006498,40s,senior,low,apartment,0.7,0.51,meat,medium
CUS006499,30s,family,low,apartment,0.61,0.75,deli,high
CUS006500,40s,couple,middle,apartment,0.66,0.66,deli,medium
CUS006501,60_plus,senior,middle,villa,0.41,0.92,dairy,medium
CUS006502,30s,couple,middle,apartment,0.4,0.48,meat,high
CUS006503,40s,couple,middle,villa,0.39,0.83,deli,medium
CUS006504,50s,family,low,apartment,0.55,0.66,meat,medium
CUS006505,50s,family,middle,apartment,0.53,0.79,meat,medium
CUS006506,20s,single,low,single_household,0.76,0.54,dairy,low
CUS006507,60_plus,couple,low,single_household,0.75,0.77,dairy,medium
CUS006508,20s,single,middle,apartment,0.62,0.79,dairy,medium
CUS006509,40s,family,low,apartment,0.77,0.72,produce,medium
